RegionFull,RegionShort,Department,ProgramType,GrantCode,ContractName,ProgramID,IndicatorName,IndicatorTarget,IndicatorFunction,FunctionLocation,IndicatorParameter,ParameterArgument,Format,ReportingCadence
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,exits to a successful destination as defined by HUD System Performance Measure 7a (successful placement from Street Outreach),0.27,percent_exits_to_positive_destination_outreach,measure_definitions_2024,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Outreach Services,876,SB- Encampment Resolution alone the Transit Corridor,373,% of participants that will move to other sheltered environments at project exit,0.64,exit_to_temporary_destination,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",Geographic distribution detail by council district,reporting only,,,,,,
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",# of requested received by source and response time,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",clients assisted in obtaining valid identification and/or social security card,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",% of clients referred from the By-Name List,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",Number of resource referrals provided by type,reporting only,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,"clients contacted via street/encampment, who move fromstreet to temporary destinations (Emergency Shelter orTransitional Housing), and some institutional destinations (e.g.,foster care, long-term care facility).",0.35,exit_to_temporary_destination,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,"Clients contacted via street/encampment, who move from
street to temporary destinations 
(Emergency Shelter or
Transitional Housing), and some institutional destinations (e.g.
foster care, long-term care facility)",0.35,exit_to_temporary_destination,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,"Participants contacted via street/encampment will successfully accessemergency, transitional, crisis, and other temporary housing placements (e.g.,foster care, long-term care facility).",0.4,exit_to_temporary_destination,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,"Successful Temporary Housing Referrals. Outreach staff will offerparticipants opportunities for temporary shelter, including, but not limited to, shelters,motels, and interim housing options. Referrals that lead to documented successfultransitions to temporary shelters will be counted for this activity.",82,exit_to_temporary_destination,KPI_measures_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,"participants contacted via street outreach will move from thestreet to temporary destinations (Emergency Shelter or TransitionalHousing) and some institutional destinations (e.g., foster care, long­term care facility)",0.35,exit_to_temporary_destination,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,"Transitional housing placementUnit of Service: One (1) unit of service is defined as one (1) referral that leads todocumented and successful transitions into the temporary shelter (e.g., shelter, interimhousing, motel st ays, etc.).",32,exit_to_temporary_destination,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,651,SD County Homeless Outreach Program,963,individuals engaged will be connected to short term housing or any availablehousing option within 180 days.,0.85,percent_housed_within_x_days,measure_definitions_2024,days,180,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,840,City of SB CDBG Community Development,185,"of the 60 unsheltered individuals who will be engages by the outreach specialist, 25% will demonstrate a positive housing exit (eg. Permanent and interim housing, skilled nursing facility, inpatient substance use treatment, etc)",0.25,,,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Long Beach & 21st Apartments,69,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Households housed within 30 days,reporting only,percent_housed_within_x_days,measure_definitions_2024,days,30,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Households housed within 30 days,reporting only,percent_housed_within_x_days,measure_definitions_2024,days,30,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Households housed within 45 days,reporting only,percent_housed_within_x_days,measure_definitions_2024,days,45,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Marmion Way,2451,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,NoHo Seniors Villas,1222,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Metro Villas I,2854,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Metro Villas II,3599,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,# of clients assisted in obtaining personal identification documents and/or social security card,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,# of services provided by type,reporting only,,,,,{:.0f},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Villas at Del Rey,1556,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,# of resource referrals provided by type,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,average case load size,reporting only,,,,,,
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,enrolled individuals shall experience reduced justice involvementas measured by an increase in the number ofdays lived out of custody and in the community during their participation inthe program compared to their days lived out of custody and in the community the twelve (12) months prior to theirrelease from custody after enrollment in the program. ,0.5,,,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Villas at South Gate,4787,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Villas Eucalyptus,N/A,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Villas Gramercy,3732,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Villas Montclair,5002,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,"Enrolled individuals per contracted year shall have permanent housing within twelve (12)months ofexiting jail. Ifthe individual enters a residential treatment program while in the community, then theparticipant shall have permanent housing within six (6) months ofexiting a residential treatment program. ",0.5,,,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PATH Villas Osage,3523,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,"enrolled individuals with a mental health and/or substance use disordershall be connected via a warm handoff to an appropriate mental health and/or substance use treatment provider forongoing services within 30 calendar days ofrelease from jail. Ifa participant declines treatment, documentation ofallattempts to connect the participant to treatment services must be placed in the participant's case file in order to confirmthat the effort was made to connect the participant to services. ",0.75,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,"enrolled individuals initially housedin an emergency housing location (e.g., hotel, shelter,etc.) shall have a: Housing Plan (HP) in place to transition to a safe and secure housing situation (e.g., transitionalhousing, recovery residence, sober living, independent living facility, apartment, etc.) within 14 calendar days ofplacement in the emergency housing location. The HP shall be informed by the comprehensive Housing Assessment (HA)",0.75,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,enrolled individuals shall establish linkage to a primary care physician within 45 calendar days ofrelease from jail,0.8,,,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,PHK Alvarado Park Place,5208,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,nrolled individuals shall be assessed forSupported Employment/Individualized Placement.,0.85,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,"articipants receiving C3's supported employment services will be placed in competitive, supportedemployment or linked via warm handoff to vocational programs appropriate to the client's employment goals and workreadiness within 60 days ofengaging with the contractor's Employment Specialist",0.85,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,enrolled individuals shall have a Comprehensive Assessment (CA)completed within ten calendar days ofenrollment in the program. ,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,Enrolled individuals shall have a Comprehensive Care Plan (CCP) completed within 14 calendardays ofenrollment.,0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,enrolled individuals with housing needs shall be placed in housing the daythey are released from jail.,0.9,,,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Vermont Villas,1557,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Villas at Gower,1223,"None Specified in contract, application or SRS",not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,665,SD Community Care Coordination Re-Entry,N/A,"referred individuals shall meet with Contractor within seven calendar days ofthereferral, or prior to release from jail, whichever is sooner, to provide program overview and offer program enrollment.",0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,668,RTHF Port of San Diego Street Outreach,N/A,None Specified - full contract in Contract Safe,not specified,,,,,,
San Diego County,SD,San Diego,Outreach Services,663-1,City of Santee CDBG-CV,1153,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,735,Winnetka Village,1672,"None Specified in contract, application or SRS",not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,# of persons exiting with no financial resources,reporting only,zero_income_at_exit,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,663-2,City of Santee ARPA,1153,None Specified - full contract in contract safe,not specified,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,# of persons exiting with unknown dest,reporting only,exit_to_unknown_destination,KPI_measures_2024,,,{:.0f},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,% of participants exiting to permanent housing,reporting only,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Pet Assistance,661,HCD Pet Assistance SD Connections Bridge,N/A,None Specified - full contract in Contract Safe,not specified,,,,,,
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,% of adults who mantained or increased earned income from entry to exit,0.32,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,% of participants who maintain or increase total income (earned plus benefits),reporting only,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,% of persons exiting back into homelessness,reporting only,percent_exits_to_homelessness,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Households housed within 45 days,reporting only,percent_housed_within_x_days,measure_definitions_2024,days,45,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,households housed within 90 days,0.75,percent_housed_within_x_days,measure_definitions_2024,days,90,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,Cost effectiveness,reporting only,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,Length of time between client's project start date and move-in date,reporting only,days_to_php,measure_definitions_2024,result_type,mean,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,% of adults who increased or maintained any income from entry to exit,0.75,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,Occupancy rates,reporting only,utilization_rate,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Households housed within 90 days,0.75,percent_housed_within_x_days,measure_definitions_2024,days,90,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,635-5,SSVF SD,"542,543","of participants who moved into PH, avoided return to a VA homeless program in 12 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,Total of Households served,40,active_clients,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Adult stayers with ontime assessments,1,,,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Households housed within 90 days,0.75,percent_housed_within_x_days,measure_definitions_2024,days,90,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,Household exits to permanent housing,0.56,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Households exited to permanent housing,0.56,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,752,DHS/PSH/Orchid,N/A,"None Specified - no contract in Contract, no access to application",reporting only,,,,,,
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,758,Social Services Agreement - Bloomington,N/A,"Conduct and/or facilitate, in collaboration with other on-site partners, a minimum of 84 hours per year of adult educational, health and wellness, or skill building classes",84,,,,,{:.0f},yearly
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,758,Social Services Agreement - Bloomington,N/A,Coordinate on-site services and activities tailored specifically to the needs and interests of the Program Participants hours/year,156,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Households exited to permanent housing,0.56,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Access Center Services,616,SDHC Homelessness Response Center,883,% of Persons served with system navigation services who have health insurance at exit,reporting only,insurance_at_exit,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Assist newly enrolled homeless individuals in obtaining permanent housing,15,total_php_count,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Housing Affordability at Exit,reporting only,,,,,,
Los Angeles County,LA,South County,Prevention & Diversion Services,340-3,Homelessness Prevention (Adults) SPA 8,2721,Remained Housed After 6 Months,0.8,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Housing Stability Plan for all enrolled,1,,,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Individuals increase income/link to benefits,0.35,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Link individuals to Mental Health Services,0.35,link_to_mental_health_service,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Link individuals to primary care,0.35,link_to_primary_care,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Link individuals to Substance Use treatment,0.35,link_to_substance_use_treatment,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Maintain 1:25 case management ratio,25:01:00,,,,,,
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,Persons enrolled in health insurance at exit,0.95,insurance_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,% ofPersons with Health Insurance at Exit,reporting only,insurance_at_exit,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,316,COG Outreach,1665,Respond to LA-HOP tickets within 72 hours,1,,,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,340-8,Housing Navigation - Adults _ SPA 8,5652,Completed Housing Stability plan within 30 days of enrollment,0.8,percent_with_hsp_within_x_days,measure_definitions_2024,days,30,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,Persons enrolled in health insurance at exit,0.95,insurance_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Persons enrolled in health insurance at exit,0.95,insurance_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,participants will be enrolled in health insurance,0.95,insurance_at_exit,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,340-8,Housing Navigation - Adults _ SPA 8,5652,Contracted to Serve,160,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Housing Navigation Services,340-8,Housing Navigation - Adults _ SPA 8,5652,Exited to a Permanent Housing Destination or Attained Referral for RRH and/or HSPP,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Exits due to violation of terms of service (involuntary exits),0.15,involuntarily_exited,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",demographic information (race enthnicity genfer and age) for new clients and their households receiving services during the year,reporting only,,measure_definitions_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Access Center Services,616,SDHC Homelessness Response Center,883,average length of enrollment for all households exiting system navigation services,reporting only,length_of_stay,measure_definitions_2024,result_type,mean,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",brief narrative of accomplishments and challenges during the month/quarter,reporting only,,,,,,"monthly, quarterly"
Los Angeles County,LA,South County,Housing Navigation Services,343-2,Housing Navigation - Adults - SPA 7,1772,Completed Housing Stability plan within 30 days of enrollment,0.8,percent_with_hsp_within_x_days,measure_definitions_2024,days,30,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",narrative describing the activities performed with CESH funds during the year,reporting only,,,,,,yearly
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",brief narrative of accomplishments and challenges during the year,reporting only,,,,,,yearly
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782","detailed narrative and performance assessment of outputs reported, outcomes assessed, barriers and recommendations, and technical assistance needs",reporting only,,,,,,
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,% of adults who mantained or increased earned income from entry to exit,0.32,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Housing Navigation Services,343-2,Housing Navigation - Adults - SPA 7,1772,Contracted to Serve,60,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Housing Navigation Services,343-2,Housing Navigation - Adults - SPA 7,1772,Exited to a Permanent Housing Destination or Attained Referral for RRH and/or HSPP,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Interim Housing Services,331,Pathway Home,N/A,Data accuracy in HMIS,0.95,personal_data_quality,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Average Length of Stay for All Persons Exiting the Program,reporting only,length_of_stay_for_all,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",Length of time to exit by type per month and YTD,reporting only,length_of_stay_for_all,KPI_measures_2024,,,{:.0f},monthly
Los Angeles County,LA,South County,Interim Housing Services,331,Pathway Home,N/A,Exits to permanent housing,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Interim Housing Services,331,Pathway Home,N/A,Occupancy in Interim Housing,0.95,utilization_rate,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Coordination,343-6,Outreach Coordination - Individual Adults - SPA 7,2775,Individuals Engaged (of those who have been contacted),0.7,percent_engaged,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Coordination,343-6,Outreach Coordination - Individual Adults - SPA 7,2775,individuals moved into housing or exited to a permanent housing destination (of those engaged),0.05,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Coordination,343-6,Outreach Coordination - Individual Adults - SPA 7,2775,Individuals Provided services and/or successfully attained any referral (of those engaged),0.75,,,,,{:.1%},
Los Angeles County,LA,South County,Outreach Coordination,343-6,Outreach Coordination - Individual Adults - SPA 7,2775,Individuals who are Successfully Matched to a Permanent Housing Resource (of those engaged),0.07,successful_match_to_php_resources,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Coordination,343-6,Outreach Coordination - Individual Adults - SPA 7,2775,Individuals who Successfully Attained a Referral to an Interim Housing Resource (of those engaged),0.1,engaged_referral_to_interim_housing,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of services provided to individuals contacted or engaged,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,% of adults who increased or maintained any income from entry to exit,0.75,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of unduplicated individuals engaged (engagement phase),reporting only,individuals_engaged,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,average length of enrollment,reporting only,length_of_stay_for_all,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,"average length of enrollment for exits to permanent housing, other longer-term housing and shelter",reporting only,length_of_stay_for_php_exits,KPI_measures_2024,,,{:.0f},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of unduplicated individuals engaged who are permanently housed,reporting only,engaged_individuals_with,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Adult stayers with ontime annual assessment,1,,,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,Offered referrals to medical and/or behavioral health services,1,link_to_mental_health_service,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,640,RTFH HHAP,909,# of homeless persons entering permanent housing,19,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,635-5,SSVF SD,"542,543",Moved into Permanent housing,not specified,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,clients contacted via street/encampment will move from thestreet to a permanent housing destination,0.15,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of unduplicated individuals engaged who are successfully enrolled or matched to a permanent housing program,reporting only,engaged_individuals_with_movein_or_php_exit,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,Housing Affordability at Exit,reporting only,,,,,,
Los Angeles County,LA,South County,Prevention & Diversion Services,343-12,Homelessness Prevention (Adults) SPA 8,2721,Remained Housed After 6 Months,0.8,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Prevention & Diversion Services,"343-5,343-10",Homelessness Prevention (Adults) SPA 7,2720,Remained Housed After 6 Months,0.8,retention,measure_definitions_2024,retention_period,182,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,clients contacted via street/encampment will move from the street to a permanent housing destination,0.15,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Scattered Site Housing & Services,635,SD SSVF,"542,543",staff to resident ratio,15:01,percent_exits_to_permanent_destination,measure_definitions_2024,,,,
San Diego County,SD,San Diego,Scattered Site Housing & Services,635,SD SSVF,"542,543",# of Low Demand beds,20,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Scattered Site Housing & Services,635,SD SSVF,"542,543",# of birdge housing beds,20,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,630,HUD PSH ,251,None Specified - no scope of work/services in contract,not specified,,,,,,
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,participants will enter permanent housing placements.,0.2,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,participants contacted via street outreach will move fromstreet to permanent housing destinations.,0.15,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of unduplicated individuals' initiated contact (pre-engagement phase),reporting only,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of unduplicated individuals who are provided services or who successfully obtained referrals,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% gender  - initial move in,reporting only,,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Outreach Services,"322,324",DHS ICMS Outreach,2471,Number of unduplicated individuals who successfully attained an interim housing resource (this includes crisis and/or bridge housing),reporting only,attained_referal_to_interim_housing,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,age range of residents  - initial move in,reporting only,,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,average age of residents  - initial move in,reporting only,,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% veterans  - initial move in,reporting only,,measure_definitions_2024,,,{:.1%},
